#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
  2912   0.91518867   0.13855200         241685    0.5150    177.4
  2913   0.91717933   0.47069867          24208    0.1750    168.3
  2914   0.98170067   0.70487467         367828    0.0240    163.6
  2915   0.70062667   0.02094133          16603    0.3200    107.3
  2916   0.81292067   0.51155400           5543    0.1680     47.8
  2917   0.23075733   0.45891000          18126    0.2060     11.2
  2918   0.47692533   0.35195733         192870    0.5090      3.8
  2919   0.60953533   0.00219933          53400    0.2170     46.9
  2920   0.28434533   0.86846733           7185    0.1730    178.4
  2921   0.86990600   0.87228133          40481    0.2350    105.6
  2922   0.19414067   0.56311067          52489    0.1320    174.4
  2923   0.29992667   0.76872000          89829    0.3700     37.9
  2924   0.93828000   0.96000467          73546    0.2320     13.5
  2925   0.23364600   0.60038200          25809    0.2640    158.6
  2926   0.54816133   0.84067467         197255    0.5030     11.1
  2927   0.35902067   0.47511667         196219    0.2200    174.3
  2928   0.77416867   0.92336333          46862    0.3130     50.1
  2929   0.99471267   0.45860400         265747    0.1030    145.8
  2930   0.82607000   0.98095133         169547    0.2070     27.2
  2931   0.18843933   0.17913933         257139    0.1290    140.9
  2932   0.78182333   0.72231133         141381    0.2620     62.7
  2933   0.48287000   0.44782400         467525    0.2320     22.0
  2934   0.56406067   0.61966667          30660    0.0800    109.3
  2935   0.10460733   0.67176467          91713    0.4200     57.6
  2936   0.48783667   0.13689733         428715    0.4460     52.9
  2937   0.42755267   0.84195067         389180    0.3620    161.0
  2938   0.95428267   0.48659733          35595    0.4470    155.3
  2939   0.14420533   0.22376467          18409    0.2730    170.6
  2940   0.18258600   0.52302733          14254    0.1920    137.3
  2941   0.96585667   0.36864467         217450    0.0420    103.8
  2942   0.84787467   0.27690133          10425    0.2290     77.8
  2943   0.42299267   0.40777733          70991    0.1080    147.9
  2944   0.43013200   0.92022733         271546    0.0750    169.7
  2945   0.36084133   0.29207467          14179    0.3310    122.2
  2946   0.57601000   0.66348000          60228    0.0870     66.3
  2947   0.77203467   0.41178000           9055    0.2790    132.8
  2948   0.40842000   0.62248133          38404    0.2810    173.8
  2949   0.08788000   0.88667467          52454    0.0560    140.3
  2950   0.05112933   0.09962533         152028    0.1120    133.0
  2951   0.60564800   0.14671600          74710    0.4750      2.4
  2952   0.19111800   0.39777200         332214    0.0770    179.9
  2953   0.22606200   0.15673333          14270    0.3400     83.8
  2954   0.75725933   0.21777600           7592    0.4070     72.4
  2955   0.44493333   0.78342267           7502    0.2580     22.3
  2956   0.64598600   0.18568600         253970    0.4720     84.6
  2957   0.82506600   0.91529133          13160    0.5870    164.8
  2958   0.75952667   0.82736867         240441    0.0970     76.9
  2959   0.34574133   0.47417133          40862    0.2950    158.7
  2960   0.36593867   0.22968600         158536    0.1160    103.7
  2961   0.40198267   0.11564267          39824    0.0890     15.0
  2962   0.32680400   0.08977533         166763    0.0160    105.1
  2963   0.91334200   0.34953267          28016    0.3350     53.2
  2964   0.05051333   0.00140467           5050    0.2990     72.8
  2965   0.94177933   0.38871600          62328    0.3840     19.2
  2966   0.68370600   0.57605000          15030    0.1430     94.8
  2967   0.70686867   0.67905867         429305    0.3030    110.9
  2968   0.28342333   0.27371200         170207    0.0960     56.0
  2969   0.00729467   0.75704200          51730    0.1640      3.3
  2970   0.96032333   0.58137667          55951    0.0910    103.2
  2971   0.03508333   0.53443067          41063    0.0160     89.2
  2972   0.44812000   0.02108667         252919    0.1210    168.0
  2973   0.77866067   0.26901067         122964    0.2750    102.8
  2974   0.63150800   0.70190533           6750    0.2020    174.4
  2975   0.96208933   0.62867067          59143    0.1480     59.5
  2976   0.46745200   0.98116400          63962    0.2820     73.4
  2977   0.21929067   0.49626267           7133    0.5360      2.1
  2978   0.11726733   0.14917400          35804    0.0520    123.5
  2979   0.49091533   0.23575400          29639    0.4270     77.8
  2980   0.37955600   0.87575133           4602    0.2070     51.6
  2981   0.82924867   0.77303467          12599    0.5540    123.8
  2982   0.87836067   0.85273333          42772    0.4900    157.2
  2983   0.93696267   0.15587867          14499    0.2030     90.3
  2984   0.17412133   0.52439000         117638    0.1480     95.2
  2985   0.98176733   0.96698333          22681    0.1370    126.3
  2986   0.83283933   0.44754467         121184    0.0430    117.3
  2987   0.29967200   0.81964400           6354    0.0140    137.6
  2988   0.12073733   0.51611733         141041    0.2620    145.9
  2989   0.31198067   0.40660400          16305    0.2200     88.2
  2990   0.37911133   0.57654800         239502    0.1560    131.4
  2991   0.97702000   0.16975867         220626    0.3260     85.1
  2992   0.17515533   0.05738933          21495    0.4010     85.6
  2993   0.08213000   0.41708067         142779    0.7800     91.6
  2994   0.16550067   0.82284200          52307    0.1740    124.4
  2995   0.25336267   0.06062000          94960    0.0270     85.0
  2996   0.11563667   0.59448400         119348    0.2970    165.9
  2997   0.27777400   0.00358200           4471    0.2230     34.6
  2998   0.18982467   0.38987267          20353    0.5810    149.9
  2999   0.65782400   0.03610733         104674    0.0740     44.6
  3000   0.18064800   0.51497000           6337    0.1550     89.3
  3001   0.81689067   0.52552933          23908    0.2950    134.1
  3002   0.07533800   0.30953933          30747    0.0740    123.0
  3003   0.59224667   0.54865133          21495    0.0550    138.2
  3004   0.14514067   0.73045733          37790    0.0730     82.3
  3005   0.28032933   0.73797533          29154    0.4670    129.6
  3006   0.63952267   0.13609867         284797    0.1540     52.7
  3007   0.74583333   0.95205200           6657    0.5650     85.5
  3008   0.55521733   0.79229200           5027    0.0860      3.7
  3009   0.02700933   0.31678133         124111    0.0980    138.9
  3010   0.20296467   0.48323400          42219    0.5770    147.7
  3011   0.71910667   0.97294933          50481    0.3670     26.3
  3012   0.78768533   0.80133933           6898    0.3270    153.1
  3013   0.85542467   0.95330200           9007    0.4770     21.9
  3014   0.99094800   0.37402600         262801    0.4580     90.0
  3015   0.17845200   0.89846867          80266    0.1550     16.9
  3016   0.93975800   0.19642867           4400    0.7710      5.4
  3017   0.87498400   0.67553533         122483    0.1550     67.4
  3018   0.62200533   0.39780000           6806    0.2130     90.2
  3019   0.72933333   0.21814933         469961    0.0910      6.9
  3020   0.42573933   0.09413067         120770    0.1360    176.0
  3021   0.06346067   0.42904067         226740    0.0610     28.8
  3022   0.49095400   0.40336867         214043    0.1070     25.7
  3023   0.94100200   0.38077600          12261    0.1750     23.6
  3024   0.20605467   0.59063933          26124    0.2710    130.5
  3025   0.29262200   0.04626000          64392    0.0130     46.6
  3026   0.13813533   0.78501000         137140    0.1420    160.4
  3027   0.36891867   0.71248067         154377    0.2040     77.2
  3028   0.82613733   0.26072467           6129    0.3040    109.5
  3029   0.51092067   0.01755733           5076    0.2060    128.4
  3030   0.63471800   0.22734933          12738    0.2470    153.9
  3031   0.63200667   0.96789467          73758    0.0950     19.1
  3032   0.12336267   0.53957467         230841    0.1320     31.8
  3033   0.14891000   0.23333867         125746    0.4230     47.3
  3034   0.70488533   0.11935533           8744    0.2360      0.7
  3035   0.39645067   0.04085600         352223    0.3080    131.1
  3036   0.96101867   0.60936800         499310    0.0520    146.5
  3037   0.11734667   0.00885267         143327    0.2620    137.3
  3038   0.46311533   0.33958267         124425    0.0190     64.9
  3039   0.21958733   0.31757733           7711    0.0660     11.4
  3040   0.10707400   0.05259200         212500    0.0920    160.9
  3041   0.79746733   0.21748467           4888    0.5300    119.8
  3042   0.87586133   0.22548467           8647    0.3230    146.6
  3043   0.67600067   0.55565267           5052    0.1410     89.6
  3044   0.57680400   0.51269867          19413    0.1280    149.3
  3045   0.54143467   0.68286333         139927    0.0360    122.3
  3046   0.81512600   0.31198067          43010    0.5230      0.2
  3047   0.95163200   0.41602933         457412    0.1890     56.0
  3048   0.57401000   0.83914800          21744    0.2700      8.4
  3049   0.05889733   0.99489467           6825    0.2020    133.0
  3050   0.74798867   0.61711733         239835    0.0230    167.2
  3051   0.89994533   0.89614800          91347    0.2200     19.3
  3052   0.23113000   0.77627400         320247    0.0940     84.5
  3053   0.51273733   0.53143400          34807    0.0630     44.6
  3054   0.24896533   0.12101933          32928    0.1000    168.7
  3055   0.61936600   0.35968733          85024    0.0590     61.6
  3056   0.45479000   0.28387800          13031    0.3930     95.6
  3057   0.34398800   0.50106200          60178    0.1240     76.5
  3058   0.85481467   0.60892600         100593    0.0610     86.1
  3059   0.87568067   0.35804400           4491    0.3320     91.1
  3060   0.32714000   0.88111533           9805    0.4580     26.9
  3061   0.95956200   0.14132933           9272    0.3110     42.0
  3062   0.91055533   0.04965067          41298    0.0560     26.0
  3063   0.99762133   0.96516733         103356    0.1970    178.0
  3064   0.42828133   0.11020667          11953    0.1920     74.7
  3065   0.15872200   0.90475000         228649    0.1920    179.9
  3066   0.66398533   0.63039533          17346    0.3250     75.8
  3067   0.58472600   0.56344133          11524    0.3520    110.4
  3068   0.81528733   0.02201600          14847    0.0420    139.3
  3069   0.30958333   0.02142333           6122    0.0400     14.3
  3070   0.14491933   0.70467933           7926    0.4390     24.7
  3071   0.62833733   0.13140000          39110    0.0270    164.0
  3072   0.46131267   0.62783333          46872    0.3010     48.2
  3073   0.28286467   0.75437467         170916    0.2770    171.1
  3074   0.15459067   0.22238733          34493    0.3160     27.4
  3075   0.13161133   0.99471867          45581    0.3790     93.3
  3076   0.06211800   0.46221800         448942    0.0770     37.4
  3077   0.69834000   0.53717467         342350    0.1670    138.0
  3078   0.70927733   0.58598933          57509    0.5830     89.4
  3079   0.80537733   0.07655933          23481    0.2310     70.3
  3080   0.53412933   0.70904400         287384    0.5840    170.2
  3081   0.64557467   0.07843933          65324    0.0340    129.6
  3082   0.16073333   0.37253067           4833    0.4760    171.7
  3083   0.83625267   0.86112333          11433    0.1600     19.8
  3084   0.13786200   0.37946933          32217    0.1630     13.0
  3085   0.92088133   0.77936200           9898    0.1360     16.5
  3086   0.89903533   0.27394267         124462    0.1540     22.4
  3087   0.98492800   0.46526733         148779    0.0850     17.6
  3088   0.30629133   0.48351467          36651    0.3170    123.4
  3089   0.26306267   0.23609067         148323    0.0400    157.6
  3090   0.62133333   0.45764400           5183    0.3260    179.7
  3091   0.88300000   0.95497933          19278    0.6310      0.0
  3092   0.92839733   0.15897400          34256    0.0840    164.0
  3093   0.87477600   0.97198467         121521    0.0650    172.1
  3094   0.65401867   0.87833667          15411    0.1630    179.9
  3095   0.51237133   0.64821467          11219    0.7330    107.8
  3096   0.18430333   0.99336400         170091    0.1340     60.5
  3097   0.55827400   0.98109133          17014    0.3730    178.4
  3098   0.48815733   0.38352000          27007    0.0650    175.3
  3099   0.57246267   0.26517867          27097    0.1840    105.7
  3100   0.47624600   0.73493800         200898    0.2110     33.8
  3101   0.82237400   0.17137533           9962    0.3630    156.0
  3102   0.86057200   0.37807800          21938    0.4150    166.5
  3103   0.17255000   0.73092133          75323    0.3150    177.5
  3104   0.20780533   0.10077067          15472    0.2840     60.6
  3105   0.40533533   0.65614400          33518    0.0750     97.2
  3106   0.99225600   0.65178733         346528    0.1340     10.9
  3107   0.56700000   0.40840333          24471    0.4480      0.0
  3108   0.21527533   0.37943000          79262    0.1310     35.2
  3109   0.54030933   0.63721933           5994    0.6970     82.4
  3110   0.39833400   0.11427000          90976    0.0370    128.1
  3111   0.48628800   0.45055667           7577    0.2910    143.0
  3112   0.45515800   0.32093200          59786    0.1110     12.9
  3113   0.38153400   0.44562400         105700    0.1730     14.7
  3114   0.24435067   0.78412400          12243    0.5410    179.7
  3115   0.15396867   0.65410933          81898    0.1270      1.1
  3116   0.12378667   0.24671333         202865    0.1130      7.6
  3117   0.22196000   0.00538867           9735    0.1460    164.0
  3118   0.13675333   0.62522800           9205    0.5270    134.3
  3119   0.71976800   0.81794733          52294    0.4380     14.0
  3120   0.63631067   0.77223600          93490    0.2020    151.4
  3121   0.60465467   0.28524800          82179    0.3090    103.5
  3122   0.43835800   0.09916267         115969    0.1380     74.0
  3123   0.19804200   0.02653333          31837    0.2200     84.7
  3124   0.88853800   0.70036067          85525    0.0710     58.7
  3125   0.93949667   0.30490800          16382    0.4330     18.0
  3126   0.08348733   0.92299333         184413    0.1810     61.0
  3127   0.92958200   0.33177133          13386    0.4880    119.9
  3128   0.53992200   0.88872867           9182    0.1260     40.5
  3129   0.63467267   0.06744667         208648    0.0700     68.6
  3130   0.87617600   0.13751400         343949    0.0620     73.4
  3131   0.78527467   0.84579667           5621    0.3680     67.9
  3132   0.14360067   0.76791667         279830    0.1070     20.8
  3133   0.82401000   0.32111867         105242    0.0810     12.6
  3134   0.27914933   0.70076333          75724    0.1120    164.0
  3135   0.90731600   0.28354200         114240    0.0750    164.8
  3136   0.61667533   0.16268067         121529    0.1090     12.9
  3137   0.75678933   0.61425133         140256    0.1330    130.1
  3138   0.21166400   0.28587467          33685    0.1540    130.9
  3139   0.07112667   0.02175267          70605    0.1370    151.5
  3140   0.34278200   0.00603600           9965    0.2180     93.5
  3141   0.10038133   0.04533533          59264    0.1570    121.9
  3142   0.17001733   0.13393800          17417    0.0640     50.2
  3143   0.99830600   0.88351733          48069    0.6590      7.3
  3144   0.12571800   0.40505000          31879    0.2040    104.1
  3145   0.09078533   0.75127467           4891    0.4690     98.9
  3146   0.71734800   0.19521600          36931    0.2520      2.4
  3147   0.29095667   0.18251267         135485    0.0720    109.5
  3148   0.55235867   0.98142467          10030    0.5040     56.6
  3149   0.44233333   0.68501133          12152    0.3050      0.0
  3150   0.75266533   0.49698200           9594    0.3390    121.7
  3151   0.11156133   0.71815533         147285    0.1480    111.9
  3152   0.60025467   0.16171267         165724    0.0540    150.8
  3153   0.89696600   0.01947533           4718    0.0610     99.6
  3154   0.37051400   0.34064533           4798    0.4200    179.4
  3155   0.83783533   0.11086933         482380    0.1200    144.3
  3156   0.89633933   0.59230267          22000    0.5120     87.7
  3157   0.48330667   0.61370933          74334    0.0900     96.5
  3158   0.40569200   0.49562200          92106    0.1030     76.9
  3159   0.10708000   0.32716133          29193    0.1700    127.3
  3160   0.99094200   0.84011333           5108    0.2740     62.7
  3161   0.85339333   0.88386267          21455    0.2210     80.3
  3162   0.29601000   0.87747600          90258    0.0510    127.5
  3163   0.16335000   0.69583467         348396    0.2490    109.0
  3164   0.56901133   0.69914000         149011    0.0670     92.3
  3165   0.25538933   0.87848733         137863    0.2100     64.7
  3166   0.23313067   0.43131067          26054    0.5580    123.7
  3167   0.17234267   0.28957533         239517    0.4370     17.7
  3168   0.68171067   0.14220933         112904    0.0650    108.2
  3169   0.27172333   0.72170200           7882    0.0620    133.3
  3170   0.47721933   0.84572600          10011    0.2670    107.7
  3171   0.27467267   0.08308467          69281    0.0490     29.9
  3172   0.90956067   0.26310667           4202    0.2290     40.6
  3173   0.86821333   0.33676467          17633    0.2060    105.0
  3174   0.69843533   0.42209933         240481    0.1200     31.8
  3175   0.83862400   0.26566800         181918    0.4400      3.6
  3176   0.73688333   0.95171600         216582    0.0810    178.5
  3177   0.38468067   0.41747267         403152    0.1700     36.0
  3178   0.11909400   0.48530467         131821    0.1790    126.5
  3179   0.04791067   0.07380600         178327    0.5200     51.4
  3180   0.49641467   0.07154933          43606    0.1610     16.4
  3181   0.72037133   0.48513133          10354    0.3820      7.0
  3182   0.71766267   0.29810933         240359    0.0190    168.4
  3183   0.99502867   0.14181667         243679    0.0350    150.0
  3184   0.04536133   0.34718733           4692    0.4500     89.4
  3185   0.29267200   0.10510800         296441    0.0700     85.7
  3186   0.48622133   0.75036667           6297    0.2080    138.1
  3187   0.65667600   0.01735867           4925    0.4940    179.4
  3188   0.21868800   0.44180533         496445    0.0380     61.3
  3189   0.89578933   0.50771467          10625    0.3680    176.4
  3190   0.90045200   0.84470600          37606    0.2090     23.5
  3191   0.05582667   0.95199333         209569    0.0990     38.1
  3192   0.72751467   0.76778000         247376    0.2880     91.8
  3193   0.40107200   0.57904400         138972    0.0600     86.6
  3194   0.26923000   0.40759600           8309    0.2660    113.4
  3195   0.09430467   0.50535200          47818    0.0590    169.5
  3196   0.51997000   0.81711667         290805    0.0890     34.8
  3197   0.81499533   0.89679867           4874    0.0520     90.1
  3198   0.17128933   0.31385067           4256    0.4580     91.6
  3199   0.18241200   0.41358667          58942    0.2850     12.6
  3200   0.98936867   0.27278333          41606    0.1590     89.1
  3201   0.21394733   0.30499800           4708    0.3330    179.5
  3202   0.21150467   0.83679333          63182    0.0570      9.6
  3203   0.43599333   0.58633067         169729    0.1880     50.2
  3204   0.09030267   0.34682733         252675    0.1510      4.3
  3205   0.56636867   0.58462667           4624    0.3330     87.2
  3206   0.07482867   0.19707467          44110    0.3400    167.6
  3207   0.91602000   0.26528533         103006    0.1910    143.5
  3208   0.16841000   0.62140867          82490    0.2570     92.5
  3209   0.51319933   0.02102467         174827    0.0380    123.3
  3210   0.30782867   0.33780467         144414    0.0170     52.2
  3211   0.62754133   0.36469933           9198    0.4160    158.1
  3212   0.40178600   0.33994267          92852    0.4950     11.8
  3213   0.08691800   0.81996667         203843    0.3450    160.7
  3214   0.77861333   0.22838667         218396    0.3910    120.3
  3215   0.14119000   0.40536800          76722    0.3920     19.5
  3216   0.03334400   0.77201200          52871    0.0240     86.3
  3217   0.78854667   0.19560600          24576    0.1580     12.4
  3218   0.62195267   0.54451867          11666    0.1980    172.9
  3219   0.77960667   0.41487933         154685    0.1850    137.7
  3220   0.58100867   0.73941600         266981    0.1570     52.7
  3221   0.25394133   0.11139867         117678    0.1540     91.6
  3222   0.45056400   0.58328667         139905    0.3620     33.9
  3223   0.32451200   0.12561333          13297    0.4000    164.1
  3224   0.46204267   0.82664000          12538    0.3430    125.1
  3225   0.72060467   0.09275867         297997    0.2660    156.8
  3226   0.80620400   0.72885133          78473    0.2820    179.0
  3227   0.28997800   0.86114267          81490    0.1360    127.6
  3228   0.29778600   0.69142800         433716    0.1480     62.5
  3229   0.22744800   0.12165933         476401    0.0470    101.9
  3230   0.04560267   0.90044600          39800    0.2500    160.6
  3231   0.14648133   0.86238800         121521    0.2140     11.9
  3232   0.82641133   0.20045267           5463    0.1660     48.6
  3233   0.42543267   0.74553933           3877    0.0990     60.7
  3234   0.92347200   0.36622200         211121    0.1250    162.1
  3235   0.19054333   0.54040800           8413    0.2580    103.9
  3236   0.28905733   0.91715200          27387    0.1990    136.9
  3237   0.48028333   0.93894800          18069    0.1460    169.1
  3238   0.52424267   0.46359467           5941    0.1690     35.2
  3239   0.86461267   0.94322467         125579    0.2240    163.0
  3240   0.57399333   0.32134400          30453    0.2140      5.0
  3241   0.44508733   0.46309933           4492    0.6670    175.8
  3242   0.19035067   0.19670733         122999    0.0740     62.1
  3243   0.49086867   0.01871667         170594    0.2470    122.6
  3244   0.43331067   0.44716267         226095    0.4970     11.6
  3245   0.60699933   0.13586800          12331    0.4060    171.8
  3246   0.71666867   0.51016933         402170    0.3190     20.9
  3247   0.07362533   0.20406467          42660    0.2090    178.4
  3248   0.18886533   0.55651267           9788    0.3090     89.5
  3249   0.66358467   0.19817400           7203    0.1940    153.0
  3250   0.87878400   0.43671000         196971    0.0800    129.9
  3251   0.60330933   0.88152067          11776    0.4070    168.8
  3252   0.48412333   0.37828400         163873    0.4470     87.5
  3253   0.03884533   0.85764933          34892    0.1650    106.3
  3254   0.26390800   0.18746667           7734    0.0770     98.2
  3255   0.54578933   0.67071733         144334    0.0580    101.4
  3256   0.19827333   0.81498067         283594    0.0770     59.3
  3257   0.59582333   0.98320200         101865    0.1520    132.9
  3258   0.79836867   0.72916533          43036    0.1440    138.5
  3259   0.27163267   0.05709133         242314    0.1160     39.7
  3260   0.26323133   0.59393667          87578    0.0930     30.2
  3261   0.99764800   0.07886533         213063    0.4070      3.5
  3262   0.00365533   0.42533333           3853    0.3290     90.5
  3263   0.79443267   0.11416600           6353    0.3040     97.0
  3264   0.36476200   0.47486067          49995    0.1830     25.7
  3265   0.12427933   0.78788400         171643    0.0240     85.8
  3266   0.91855600   0.25007733          76841    0.0990      9.3
  3267   0.30356867   0.09567667         111257    0.2260    104.8
  3268   0.72783933   0.41267533         171351    0.2510    130.5
  3269   0.58940133   0.68034933          47269    0.3580    163.1
  3270   0.13700667   0.92139800         161208    0.0520    136.5
  3271   0.66863867   0.63079467          90487    0.1620    169.8
  3272   0.63590933   0.81251667          90976    0.1870     44.3
  3273   0.80834600   0.30259667          16463    0.0850     94.1
  3274   0.32518333   0.30006067           7143    0.3280      8.1
  3275   0.64397733   0.74741733           7709    0.3160     79.6
  3276   0.43357867   0.06543733          26773    0.3010     15.0
  3277   0.91125000   0.08145333          20834    0.3620    108.3
  3278   0.82448733   0.97879933          34869    0.2880    141.5
  3279   0.03052000   0.18197133          13502    0.5470    113.0
  3280   0.61013067   0.44276600         248882    0.2560    159.9
  3281   0.26947933   0.29586067         186131    0.0380    170.4
  3282   0.97833333   0.04733333           5860    0.6000     90.0
  3283   0.29264867   0.43377600          12101    0.1380     68.6
  3284   0.59117133   0.23570200          44901    0.4250    102.0
  3285   0.58390400   0.04815333          12051    0.1790    133.4
  3286   0.70370067   0.21143533          14302    0.3720      5.1
  3287   0.81247867   0.78940000         255779    0.1980    110.4
  3288   0.74358467   0.57320067          16368    0.4860      4.7
  3289   0.87179400   0.49132667          80750    0.0790    175.3
  3290   0.19034267   0.26435000           5804    0.0100    133.8
  3291   0.90862800   0.91032867           4497    0.3170    179.9
  3292   0.77712800   0.89124867         347225    0.1460    121.3
  3293   0.98296467   0.89299267          74274    0.1970      6.7
  3294   0.65561800   0.31989133          20813    0.3780      7.3
  3295   0.12690267   0.93389867         216981    0.1150     57.7
  3296   0.70843800   0.68741733         149522    0.0920    142.3
  3297   0.60046000   0.08574933          40097    0.0530     77.8
  3298   0.21546133   0.96491000          35672    0.3150     57.2
  3299   0.67282200   0.27388067         116805    0.2340      5.7
  3300   0.92364000   0.43109533         136899    0.0990      9.2
  3301   0.30840333   0.39788933           9735    0.2580    165.4
  3302   0.90473867   0.17764800         354563    0.3000    137.8
  3303   0.85915333   0.04262667          11509    0.0230    144.2
  3304   0.22625333   0.70742600           7394    0.2370     17.0
  3305   0.09310133   0.35719200         105074    0.1520    147.3
  3306   0.59108067   0.10917933         113282    0.0250    117.1
  3307   0.24952133   0.66029000          67762    0.4700     73.7
  3308   0.08467667   0.89334333          24989    0.4160    177.9
  3309   0.38050333   0.63751267         102517    0.1980    164.6
  3310   0.45272333   0.82847667         122996    0.0930    147.6
  3311   0.56020800   0.31158067          47917    0.1020     13.7
  3312   0.57918667   0.16336400         114922    0.0040     35.7
  3313   0.99002067   0.67033533          26616    0.1720    178.8
  3314   0.29065933   0.14427400          31010    0.3270     28.2
  3315   0.21266800   0.51952333         116616    0.0730     23.5
  3316   0.80861400   0.92571533          24403    0.1200     54.6
  3317   0.62300267   0.65219067          33535    0.1000     53.3
  3318   0.24512400   0.16442400          56857    0.1230      3.6
  3319   0.32794000   0.62859333          10842    0.1270    135.6
  3320   0.29197467   0.82777333         109419    0.1550    123.5
  3321   0.20992600   0.82383000          63609    0.1960     59.4
  3322   0.65369800   0.74923867         153210    0.0900     42.6
  3323   0.55327333   0.38005333         103008    0.3310     90.4
  3324   0.25977667   0.57870933          67297    0.0470     79.1
  3325   0.31468667   0.32432067          16911    0.2250    157.1
  3326   0.56760600   0.04840333         232816    0.3630    108.1
  3327   0.88376667   0.73307267         145168    0.0550     26.6
  3328   0.71002333   0.78992733           8030    0.7070      2.1
  3329   0.69677200   0.19354133         409716    0.0660    143.7
  3330   0.59264333   0.47051000         143676    0.1030     54.8
  3331   0.95283933   0.36578267          55629    0.1750    123.0
  3332   0.84816267   0.35816667          38255    0.1530    152.5
  3333   0.81675400   0.20614800          22503    0.3060     72.5
  3334   0.94862600   0.00646933          36136    0.2550    116.8
  3335   0.42758933   0.10559733           6684    0.1780     25.7
  3336   0.24444800   0.94111200         457560    0.2050     75.4
  3337   0.20120133   0.06366333           4413    0.0790      2.0
  3338   0.78216467   0.68375733           5391    0.5060     53.5
  3339   0.56466067   0.86916000          36025    0.2000    142.7
  3340   0.93784267   0.62911400          23376    0.1260    131.0
  3341   0.59546733   0.58237267         110619    0.4890     86.4
  3342   0.62090000   0.05078133           5274    0.1060    112.6
  3343   0.58845667   0.13523733         114060    0.0790     92.7
  3344   0.91124067   0.48727133          73335    0.3020     31.9
  3345   0.11648867   0.92895667         373060    0.4160     89.6
  3346   0.24552933   0.04220067         103679    0.0770    161.0
  3347   0.02217600   0.18197600         111527    0.4480      8.3
  3348   0.35666667   0.58764000           4932    0.3270      0.1
  3349   0.63418533   0.04012800         152624    0.0820     17.2
  3350   0.75152600   0.86315267         117960    0.0370    151.6
  3351   0.38503933   0.04514467         132893    0.1330     94.8
  3352   0.77955467   0.51637400         173592    0.0780    132.5
  3353   0.46214800   0.36605067         103390    0.1620      3.9
  3354   0.82176533   0.51373133         178828    0.0940    156.6
  3355   0.02573133   0.29958267           5585    0.1860    138.7
  3356   0.81705667   0.69804600           9549    0.2730    178.8
  3357   0.12300667   0.72064133          55286    0.2810     78.1
  3358   0.22700000   0.97986067          10864    0.5730      0.0
  3359   0.38566667   0.25026267          12767    0.6040      0.0
  3360   0.46791467   0.58039467         162190    0.1640     71.9
  3361   0.22653333   0.64803067         389187    0.2680    113.2
  3362   0.87994067   0.96359733          17855    0.1340    161.6
  3363   0.53266933   0.47924333         381978    0.0840    101.7
  3364   0.33132600   0.93608200          35597    0.5000    145.2
  3365   0.84743000   0.64228533         318103    0.2750     84.2
  3366   0.51609400   0.03256000           9367    0.2980    135.1
  3367   0.24343800   0.23460867          19639    0.2620     84.0
  3368   0.52717467   0.35097133         314795    0.0690     19.9
  3369   0.43241867   0.03886133          84045    0.2420    142.4
  3370   0.91752267   0.14270667          14630    0.4550    173.9
  3371   0.83840867   0.37296067           6680    0.1940    138.1
  3372   0.53508467   0.50425133          28949    0.2820    105.2
  3373   0.95687333   0.80036333         421101    0.0590    167.3
  3374   0.44934933   0.92104733         167341    0.1000     73.3
  3375   0.73313467   0.70673067         132721    0.0440     51.9
  3376   0.20822867   0.08872133         116509    0.2230     17.7
  3377   0.49017400   0.94436867         124284    0.1770    134.0
  3378   0.58837200   0.23300800          89265    0.1990     23.6
  3379   0.55880200   0.69150933          46403    0.2630     45.0
  3380   0.09986933   0.25847467          37769    0.4970     66.8
  3381   0.38326133   0.71459867          21057    0.4760    162.0
  3382   0.57418000   0.81550200           9568    0.3880    178.1
  3383   0.70772867   0.49739400         166546    0.0150     94.4
  3384   0.70110067   0.87870600         479221    0.1220    138.8
  3385   0.95385400   0.63143933         110286    0.0480     94.3
  3386   0.61385933   0.10019867         178457    0.0840    105.7
  3387   0.25953267   0.73724467          69138    0.2450    148.9
  3388   0.71862400   0.98620067          33248    0.3200     32.6
  3389   0.65208467   0.87420667          62501    0.1800    148.8
  3390   0.38398867   0.07354067         281376    0.0820      4.6
  3391   0.18091467   0.97625400         138824    0.1050    139.1
  3392   0.27139267   0.23946467         118227    0.2480    140.7
  3393   0.53143000   0.01482067          22453    0.4570    164.9
  3394   0.40390333   0.41555667         118273    0.2380    161.3
  3395   0.13046067   0.97391867          16548    0.0950     22.0
  3396   0.38308200   0.54831667          24681    0.0180    169.0
  3397   0.23094400   0.28431800          98002    0.2970    115.3
  3398   0.08141867   0.52716933          56728    0.2820    166.6
  3399   0.19293933   0.59032600          40861    0.3450    124.2
  3400   0.61796000   0.00142533           9560    0.4740    106.6
  3401   0.82315600   0.45648467          98013    0.3680     46.4
  3402   0.08644067   0.26461333         122982    0.2430    162.3
  3403   0.17879867   0.72189067          72778    0.1490    113.3
  3404   0.78779333   0.46057933          19816    0.2360    128.3
  3405   0.36018733   0.95497733          74147    0.2050    151.8
  3406   0.44636933   0.76907600          57964    0.5130    130.3
  3407   0.79419600   0.58287867           6412    0.1550     46.2
  3408   0.34900000   0.55352933          10545    0.6350      0.0
  3409   0.75838733   0.98448400          28861    0.2040     20.1
